Protein IDs	%iBAQ	Unique peptides	Unique + razor sequence coverage [%]
Q9Y5Q8-3;Q9Y5Q8;H7BY84;Q9Y5Q8-2;Q5T7U1;H9KV68;Q5T7U4;Q5T7U0;H0Y3Y0;H0Y5D2	0.001194935	5	10.5
Q9BTD8;K7EP90;Q9BTD8-3;Q9BTD8-2;Q9BTD8-4;K7EQ03;K7ER08;K7EML2	0.001194935	3	7.5
P39656;E7EWT1	0.001194935	7	15.4
P14324;E9PCI9	0.001193303	3	9.5
O15020;O15020-2;E9PJZ2	0.001186773	39	20.1
P49757;P49757-3;P49757-2;P49757-4;B1P2N5;B1P2N6;B1P2N7;B1P2N8;G3V3R1;G3V3M5;G3V3Z8;G3V433;G3V4S6	0.00118514	3	4.9
Q8TDB6;Q8TDB6-2	0.00118514	5	8.4
Q9NR30;Q9NR30-2	0.001183508	9	13.9
Q13123;E7EQZ7;D6REL4;D6RAY9;D6RCQ4	0.001175346	7	12.4
Q9HCE1;Q5JR04;Q9HCE1-2	0.001163919	20	21
Q12834	0.001160654	4	8.4
Q9H257;Q9H257-2;Q9H257-3;Q9BXL7	0.001155757	3	6.2
O75150;H3BP71;O75150-4;F8W8Z4;O75150-3;H3BS50	0.00115086	8	10.3
Q8NBS9;Q86UY0;Q8NBS9-2	0.00115086	4	8.8
Q96J02;Q96J02-2;Q96J02-3;Q9H0M0;O00308;Q9H0M0-3;O00308-2;Q9H0M0-6;O00308-3;H0YBS9	0.00115086	6	6.9
Q6P2C8;Q6P2C8-2	0.001149227	4	23.5
P16333;H7C5C7;P16333-2;C9JAB9;C9J869;C9JVV5;C9K098;C9J0K5;O43639;E7EPF5;E9PEE2;E7ERP6	0.001147595	4	10.6
Q96ED9;Q96ED9-2;K7ENU5;K7EJ48;K7EMR5	0.001145962	8	10.8
P50579;F8VQZ7;B4DUX5;G3XA91;F8VRR3;G3V1U3	0.00114433	2	4.2
Q14137;Q96Q25;E9PIF8;E9PRN9	0.001141065	12	22.1
O00186	0.0011378	6	9.3
Q9UJU6;H0Y5J4;B4DEM2;Q9UJU6-2;B4DDD6;C9J7P1;Q9UJU6-3;B4DDP6	0.001134535	4	9.5
Q13618;Q13618-2;Q13618-3;H7C1L6;H7C399	0.001132903	12	15.8
Q8NBJ4;Q8NBJ4-2;C9JYM4;F8WAT9;C9J941	0.001129638	8	23.2
Q8WVC0;Q8WVC0-2	0.001128006	5	8.3
Q9H6T3;Q9H6T3-3;Q9H6T3-2	0.001118211	8	12.3
Q8IUC4;B4DUS7;B3KX27;A8MT19;K7EL35	0.001108417	12	18.7
Q96ST2;Q96ST2-3;Q96ST2-2	0.001105152	5	6.6
Q5JVF3-4;Q5JVF3;Q5JVF3-2;Q5JVF3-3	0.001100254	4	11.7
Q96FZ2;E7EMP6;D6R9T3;D6RAZ3;D6RGK7;D6RAI0	0.001092092	1	3.4
Q15628;B3KQZ9	0.001087195	4	22.4
P50148;P29992;K7EL62;G3V1P7;B1AM21	0.001085563	2	11.1
Q15477;F5H7B0;H7C5N0;H7C4L3	0.001082298	8	8.6
O94832;J3QRN6;K7EIG7;J3KRL0	0.001082298	14	14.5
Q9Y2L1;Q9Y2L1-2;G3V1J5;F2Z2C0	0.001080665	12	13.4
P49593;B7Z2C3;B5MCT7;A8MX49;C9J2F3;C9JL74	0.001075768	4	12.3
Q9H267;F5H008;B3KQF6;G3V3F9	0.001075768	9	15.9
Q86Y07;Q86Y07-3;Q86Y07-2;Q86Y07-5;Q86Y07-4	0.001072503	4	8.3
Q86U44;Q86U44-2	0.001070871	2	2.9
Q92922;F8WE13	0.001059444	7	9.9
B7Z888;Q9UPN6;O95104;C9JLZ0;O95104-2	0.001052914	2	1.4
O75312;H7BZM7;H7C0E5	0.001052914	3	7.6
O00401	0.001039855	4	9.9
Q8WWC4	0.001034957	3	11.7
Q9NQC3;Q9NQC3-5;Q9NQC3-2;F8W914;Q9NQC3-6;F8WAM4;Q9NQC3-4;H7C106;Q9NQC3-3	0.001033325	3	2.9
Q96C86	0.001033325	4	12.2
J3KQG9;Q9H3H3-3;Q9H3H3-2;Q9H3H3	0.001028428	4	15
Q9H074;Q9H074-2;A6NKV8;D6REB4;D6RJF2;H0YA44	0.001021898	3	5.6
Q6ZUM4;E9PIR1;Q6ZUM4-3;E9PNT2;Q6ZUM4-2	0.001021898	3	3.4
Q4G0F5;E9PRT4;O75436;F5H4L7;G3V1N8;O75436-2	0.001020266	3	6.2
Q9Y2U5;Q99759-2;J3QRB6;Q99759;J3KRN4	0.001012103	3	4.7
P52732	0.001010471	10	9.4
Q8TE68;B4DKV7;Q8TE68-2;Q8TE68-4;K7ELW3;Q8TE68-3;K7EN83;K7EKX9	0.001003941	10	16
Q8N6R0;B4E2X3;Q8N6R0-4;Q8N6R0-3;Q8N6R0-1;H3BLW2;Q8N6R0-2	0.001003941	12	17.5
O43252;O95340-2;E7ER89;O95340	0.001002309	6	12.8
P49756;P49756-3;P49756-2;E9PQU5	0.001000676	5	9
Q9P2I0;H0YJF4	0.000994147	8	10.9
E9PC97;Q8IWS0;B4E0G4;Q5JRC6;Q8IWS0-2	0.0009827201	4	13.9
P06756;P06756-2;P06756-3	0.000972925	13	12.4
Q9UKZ1;H7C0C7	0.000971293	3	9.6
Q9BYX2;Q9BYX2-2;Q9BYX2-3;Q9BYX2-4;Q9BYX2-5;Q9BYX2-6	0.000968028	9	8.9
Q01780;Q01780-2;B4DKG8;K7EJ37	0.000961498	11	12.9
Q53LP3	0.000958233	3	5.9
Q6NUK1;Q6NUK1-2	0.000958233	5	11.3
Q02978;I3L1P8;F5GY65	0.000948439	3	9.2
O75116;E9PF63;D6REE7;C9JFJ0	0.000938644	25	21.5
O95202;O95202-3;O95202-2	0.000933747	10	13.8
H0Y449;P67809	0.000923952	1	13.6
Q96A65;B7Z321;F5GZT1;E9PED2;B7Z4J9	0.000920688	13	16.1
G3XAI2;P07942;E7EPA6	0.000919055	14	9
Q8NB90;Q8NB90-2;Q8NB90-3	0.00091579	8	10.2
A6NCK0;Q13564;Q13564-2;A8MU28;J3QRA5;J3KRK3;H3BMR3	0.000914158	6	12.8
E9PAU2;Q8IY67-2;Q8IY67;K7EKA4;K7EKR9;Q8IY67-3	0.000914158	4	7.9
Q9BSJ2-4;Q9BSJ2;F2Z2B9;Q9BSJ2-3;B3KTU7	0.000914158	14	18.4
Q92747;B4DLQ7;E9PF58	0.000912526	4	12.2
Q9BRG2;B4DRS7;M0QZQ6	0.000909261	2	3.3
Q9NZL4;K7EN20	0.000901099	3	9.9
Q92925;Q92925-2;Q92925-3;J3KMX2;J3QWB6;Q6STE5;Q6STE5-2	0.000896201	6	14.7
Q14839-2;Q14839;F5GWX5;Q8TDI0;Q5TG85;K7EMY3	0.000892936	11	7.8
Q86UD0	0.000891304	5	11.2
Q9BV44;H7C0R6;H7C3J3	0.000883142	3	7.3
O15230;F2Z2S4;E2QRK0;Q5JTP4;Q16787;Q16787-3	0.000881509	36	11.3
B4DZF8;Q15257;A6PVN5;Q15257-2;Q15257-3;A6PVN9;Q15257-4;Q5T948;Q5T949;H0Y6E5;A6PVN6;B4DDQ6;C9IZ76;A6PVN8;Q68CR8;B7ZBP7;A6PVN7;B7ZBQ0;B7ZBP9	0.000866818	3	7.2
Q5VW36	0.000863553	13	7.1
Q8N6H7;Q9NP61;E9PB03;C9JZR4;G5E9L0;E9PIY6;E9PQP3;E9PN48;E9PK28;E9PJT7;E9PMU9;B0QYV8;H0YDX1;E9PNY8;E9PM63;B0QYV9;E9PMR9	0.000860288	1	1.9
P27694;I3L4R8	0.000860288	5	10.9
Q14980;Q14980-2;Q14980-3;Q14980-4;H0YFY6;F5H4J1;F5H6Y5;Q9BTE9;K4DIE0;F5H763;F5H0Z7;F5H3L6;F5H2F3;F5GZW1;F5H1L0;F8W6T3;F5H068;F5H073;F5GWK2;F5GWA2;F5H4Y4;F5H7R5	0.000858655	20	10.2
P29122-7;P29122;P29122-8;P29122-2;E7EM82;P29122-4;E7EQ62;P29122-5;E7EWH5;H7BXT3;P29122-6;H0Y3Q0;P29122-3;H0YKZ4	0.000852126	9	9.5
Q9BRQ8;Q9BRQ8-2	0.000850493	6	16.9
Q9H6W3;Q9H6W3-2	0.000850493	4	7.8
O75676;O75676-2;E9PJN1;G3XAA9;O75582;B7Z2Y5;O75582-2;G3V2D1	0.000847229	14	21.5
Q9NUP7	0.000847229	6	13.9
P04844;P04844-2;Q5JYR7;Q5JYR4;H0Y5M1;Q5JYR3	0.000845596	7	15.4
Q15437;Q5QPE1;Q5QPE2;G3V2R6;G3V3G5;G3V1W4;G3V4V1;G3V4Q2;G3V5X8;G3V299;G3V5K1	0.000845596	8	14
Q9H270	0.000834169	8	9.4
B4DRT2;Q92552;G5EA06;D6RH20;D6RJC7;E5RJ73	0.000824375	4	8.4
J3KNX9;Q92614;Q92614-4;Q92614-3;Q92614-2;Q92614-5;H0YEV9	0.000822742	21	11.9
Q9NRZ9;Q9NRZ9-2;Q9NRZ9-3;Q9NRZ9-4;Q9NRZ9-5;Q9NRZ9-6;Q9NW36;Q9NRZ9-7;Q9NRZ9-8;B1ALG6	0.00082111	10	13.2
Q9P2M7;Q9P2M7-2;H0Y4A8;A6PVU7;A2A3M4	0.00082111	18	16.3
Q16891;Q16891-2;B9A067;Q16891-3;C9J406;H7C463;D6RAW4	0.000819477	16	22.6
P31146;H3BRY3;H3BRJ0;H3BTU6;H3BSL1;H3BU76;H3BNA2	0.000819477	2	3.9
Q9UKF6;G5E9W3;C9JZH6	0.000809683	8	12.3
Q9ULH1-2;Q9ULH1;H0YBF7;H0YBY9;H0YBM4;E5RHD7	0.000809683	9	9.9
Q96EY1;Q96EY1-2;E7ES32	0.00080805	3	8.8
Q9UBC2-2;Q9UBC2;M0R165;Q9UBC2-3;A5PL29;M0R2S2;M0R3I1;M0R1V5;M0QX30;M0R330;K7EJR2	0.000804785	14	17.3
Q16822;B4DW73;H0YML5;H0YM31;Q16822-2;P35558;F5GZM4;B4DT64;H0YMA5	0.000804785	9	16.1
Q9Y5X1;B3KXH8	0.000790094	3	4.9
P10155;P10155-4;Q5LJA0;P10155-3;P10155-2;G5E9R9;H0Y9N5	0.000781932	4	8.7
A5YKK6;A5YKK6-2;A5YKK6-3;B5MDN3;A5YKK6-4;H3BMZ2;H3BVC9;H3BNB1;H3BMH0;H3BR89;H3BTH2	0.000773769	28	11.5
J3KN10;P42356;P42356-2;A4QPH2;A4QPH2-3;A4QPH2-2;A8MTF1;Q8N8J0	0.000772137	22	12.9
C9J6P4;Q7Z2W4;Q7Z2W4-2;Q7Z2W4-3	0.000770505	4	6.2
Q9BTE3;Q9BTE3-2;Q9BTE3-3	0.00076724	4	6.2
O94822-3;O94822;H7BYG8;O94822-2	0.000762342	14	7.9
Q96PE3;Q96PE3-3;Q96PE3-4;F5H860;Q96PE3-2;B8ZZB2	0.000757445	6	6
Q9Y2H1;B4E3J8;F5H277;F5GY51;F5H7Z3;I3L0D0;H0YGN4	0.000755813	3	7.8
P04181;P04181-2	0.000747651	3	6.8
Q68EM7;Q68EM7-5;Q68EM7-6;Q68EM7-2;Q68EM7-4;C9IZD3;Q68EM7-3;I3L1S9;I3L4P0	0.000746018	3	5.1
Q8IYB1	0.000742753	5	11
J3KNL3;Q9BWS9-2;Q9BWS9;Q9BWS9-3;H0YC89;H0YCC4;H0YDL6	0.000736224	2	5.4
Q9UGK3-2;Q9UGK3;M0R2W4;M0QZ60	0.000731326	4	9.8
Q01415;Q01415-2;B7ZAX5;H0YK10;B3KUV8;H0YLL8;H0YLL3	0.000728062	4	8.7
Q92615;H0Y4V9;H0Y641;B5MCU2	0.000728062	5	6.4
F8W8S0;Q13409;Q13409-5;Q13409-2;B7ZA04;Q13409-3;Q13409-6;E7EQL5;E7EV09	0.000718267	4	8
Q9UHI6	0.000715002	2	3.2
Q86U38;A8MY76	0.00071337	7	13.4
Q96ME1-4;Q96ME1;F5H4Z4;Q96ME1-2;H0Y6I6;Q96ME1-3	0.00071337	7	12.1
Q9Y6Q1;F5GWQ6	0.00071337	7	10.8
O75400;O75400-3;O75400-2	0.000711737	5	5.9
Q8N441	0.000710105	5	12.7
P38606;B7Z1R5;C9JVW8;C9JA17	0.000708472	5	9.1
Q8NBJ5;M0QYH0;M0QX72	0.00070031	10	13.7
Q9UM47;M0R3C9	0.000698678	3	1.4
Q5T8P6;Q5T8P6-2;Q5T8P6-3;Q5T8P6-4;Q5T8P6-5;E2PSN0	0.000697045	4	5
B7Z233;Q9BWD1	0.000688883	4	8.7
Q9UI12;Q9UI12-2;G3V126;E5RFZ9;E5RHH0;E5RG49;E5RJG1;E5RK31	0.000688883	2	4.6
O96013;O96013-4;O96013-3;O96013-2	0.000679089	3	5.9
Q9UID3;Q9UID3-2;E9PJ36;E9PKX7;E9PMB6;E9PRV0;H0YEE1;E9PQN6;H0YCB7	0.000677456	11	17.5
Q9NVP1;H7C452	0.000675824	4	6.6
Q14315;Q14315-2	0.000667662	3	1.2
P49840;A8MT37;M0QYV0	0.000664397	2	5.6
O15294;O15294-3;O15294-2;O15294-4;C9JZL3;H7C2T7	0.000661132	10	10.5
P17655;P17655-2	0.0006595	5	6.3
Q13253	0.0006595	2	8.6
Q9GZT9;Q9GZT9-2;Q9GZT9-3	0.0006595	2	5.4
F5H3A1;P05023;P05023-3;P05023-2;B7Z2T0;F5H6J6;P13637;M0R116;P54707-2;P54707;P20648;Q13733;P50993;B1AKY9;H0Y7C1;E9PRA5;Q5TC01;Q5TC02	0.000651338	7	6.7
Q99543;Q99543-2;H7C3L7;C9IZ83;F2Z3N9;F2Z3H0	0.000649705	6	10.8
Q14203;A8MY36;E7EX90;Q14203-4;Q14203-3;Q14203-2;Q14203-5;Q6AWB1;E7EWF7;E9PCY0;C9JKG6;C9JJD0;C9JJN7;C9JTE5;C9JZA4;C9J1B7	0.000648073	10	8.5
P19793;B3KY83;P48443;P28702-3;P28702;E9PK95	0.00064644	4	11.5
H0Y626;O95361;B3KP96;J3KPT5;O95361-2;K7ENN8;Q309B1;I3L2F3;I3L3K9;K7EL43;J3QL38	0.000643175	3	3
Q86SQ0;Q86SQ0-3;Q86SQ0-2;E9PGF6;E9PFQ4;G5E9V3	0.000636646	4	3.5
B7Z452;P33121;P33121-2;E7EPM6;B7Z3Z9;D6RER0;H0Y9Z9;H0Y9U7;D6RG07	0.000621954	7	11.5
Q9BY44;B4DQ14;F8WAE5;B4DF96;C9IZE1;H7C5Q3;Q9BY44-2;H7C5R5	0.000612159	5	12.1
Q9H0D6;B4DZC3;Q9H0D6-2	0.000608894	8	9.6
Q06124;Q06124-2;Q06124-3;H0YF12	0.000603997	6	8.4
Q9H269;Q9H269-2;Q5JUA8;Q5JUA9;Q5JUB0	0.0005991	9	12.5
Q53GT1;B7Z2G1;C9JHG1;C9J5F8;C9J2T1;C9J191;Q8IXV7;Q8IYD2;F5H5F1	0.00059257	5	7.3
E9PEN8;E7ESC6;Q9UIA9;E5RIW1;H0YBE1	0.00059257	11	9.2
Q9NUD5	0.00059257	4	11.6
P57081;P57081-2;P57081-3	0.000590938	3	6.8
P07197;E7ESP9;E7EMV2	0.000577878	1	1.1
Q9NZN4;B4DNU6	0.000577878	6	10.9
P31431;P31431-2;B4E1S6	0.000574614	4	24.7
F5H1Y4;Q9HD26;Q9HD26-2;Q9HD26-3	0.000572981	4	7.1
Q6P1M3;J3QRV5;Q6P1M3-2;Q6P1M3-3;J3QLD8	0.000569716	5	4.4
O43427;O43427-2;E9PSD3;E9PJW6;H0YCE7	0.000566451	3	11.8
Q15797;Q99717;F5GWU7	0.000561554	2	4.7
Q14684;Q14684-2	0.000559922	5	7.1
A0FGR8-2;H7BXI1;A0FGR8-6;A0FGR8;A0FGR8-4;A0FGR8-5;F2Z3K9	0.000558289	8	10.8
O95208;E9PBC2;O95208-2;I3L2B2;E7EMC3;E9PBC1;F6PQP6;O95208-3;J3QLN2;J3KSC7;J3KSA6;J3QRG9;J3KTF6;J3KSF8	0.000558289	2	4.5
Q96BJ8-3;Q96BJ8;F8W9E7;Q96BJ8-2	0.000555024	5	7.2
Q9UBU9;E9PIN3;Q9UBU9-2;E9PLA7	0.00054523	7	11.6
Q86W42;Q86W42-2;Q86W42-3	0.00054523	4	13.5
Q8IXQ6;Q8IXQ6-2;Q8IXQ6-3;G5E9U8	0.000543597	6	8.8
Q12851;Q86VU3;C9JCU6;H7C208	0.000533803	4	6
Q14669-2;Q14669-4;Q14669-3;Q14669;H7C2Y1	0.000532171	11	7.6
Q9NS15;Q9NS15-2;E9PKW1;H0YC99;F5GWC4;E9PJR2;E9PRF2	0.000528906	6	7.1
Q9BVR0	0.000524008	1	0.8
Q8N3U4-2;Q8N3U4;F8WAK8;B1AMT4;Q9UJ98;H7BYK9;Q9UJ98-2;B1AMT3;B1AMT2;B1AMT1	0.000522376	4	5.7
Q96HE7;G3V3E6;Q86YB8;Q5TAE8;G3V5B3;G3V503;G3V2H0	0.000519111	4	9.6
Q8IYI6	0.000515846	13	19
Q9Y2W2;F5H721;F5H5G4	0.000509317	3	5.6
Q9UJX3;Q9UJX3-2;F8VZ62;F8VYX8;H0YIW2;F8VQY8	0.000502787	3	6
P35237;H0Y3G3;C9JVA8;C9JTJ8	0.000501154	6	26.1
Q9BZE4;B7Z7A3;B4DY13;Q5T3R7	0.000499522	7	11.5
Q92917	0.000496257	3	7.4
P40818;B4DKA8;H0YKV1;H0YNL5;H0YM47;H0YLH2;H0YM17;H0YLS3	0.000489727	7	6.8
Q7L7X3;Q7L7X3-3;Q7L7X3-2;H0YF68;J3QS76	0.000489727	7	10.9
Q9H4L5;Q9H4L5-2;Q9H4L5-3;Q9H4L5-4;Q9H4L5-5;Q9H4L5-6;Q9H4L5-7;Q9H4L5-8;C9JZ19;C9JEF2;C9J8P4	0.000488095	7	10.3
Q14738;E9PFR3;Q14738-2;H0Y8C4;Q14738-3;H7C5Q9;H0YJ49;H0YN84;H0YJ35	0.00048483	4	8.5
Q14134;Q14134-2;E9PRL4;B7Z8U9;H0YCT2;H0YF27;E9PJ25;E9PIQ2;H0YD78;H0YCK2;E9PJ94;E9PLI4;E9PPX1;E9PI31	0.00048483	9	16.3
O94776;Q68DB1;Q9BTC8;E7EV10;Q9BTC8-2;E7EQY4;E9PCS8;Q13330;E7ESY4;Q13330-3;D6W5A2;Q13330-2;H0Y4T7;F8VSM3;E9PF88;H0YIT0;H7C3F3	0.000483198	12	16.3
P11047	0.000483198	19	13.4
Q9NQU5;G5E9R2;H0YL16;H0YMS4;H0YLZ9;H0YK91;H0YK74;H0YM99;Q9P286;H0YK38;H0YL47	0.0004783	4	8.7
Q06787;Q06787-3;Q06787-7;G8JL90;Q06787-5;Q06787-4;Q06787-2;G3V0J0;Q06787-6;Q06787-8;A8MQB8;G8JLE9;Q8IXW7;F8W871	0.000473403	7	13.4
E7ES43;O95757;E9PDE8;D6RJ96	0.000473403	8	10.9
Q14435;C9J2C3;E7EUL0;Q14435-2;C9J388	0.000470138	6	10
Q96F44;Q96F44-3;Q96F44-2	0.000468506	3	6.4
Q96T88-2;Q96T88	0.000468506	8	9.6
O60306;H0YH15	0.000466874	4	3.4
Q92538	0.000463609	12	6.2
Q9UGJ1;Q9UGJ1-2;H3BPU4;Q9BVR6;H3BS59;H3BNL9;H3BN56;H3BQ12	0.000461976	8	13.9
Q8WXA9-2;Q8WXA9;E5RFV3	0.000458711	4	8.2
Q8IUD2;Q8IUD2-3;G8JLD3;Q8IUD2-2;Q8IUD2-4;Q8IUD2-5;K7EPP6;K7EPD6;O15083;H7C4G9	0.000455447	8	8
Q9Y4R8;H3BRS3;H3BU45	0.000455447	10	13.5
Q5VTR2;C9JXC9;C9J0A5;C9JWJ4;C9K0V8;C9JMW8	0.000452182	8	8.4
Q96D71;Q96D71-3;J3KP76;H0YDT0;Q96D71-2;E9PMG1;F2Z3L2;Q8NFH8;Q8NFH8-4;Q8NFH8-2;Q8NFH8-3;B4DQQ8;H0YCR2;H7C1V2;H0YCF0;H0YE89	0.000447284	5	6.7
P16144;P16144-3;P16144-2;P16144-4;J3QS11;P16144-5;J3QRK0;J3QQL2	0.000447284	10	6
P30154-2;P30154;P30154-4;P30154-3;A8MY67;J3KR29;H0YDG7	0.000445652	6	10.8
P85037;P85037-2	0.00044402	4	6.1
Q9NXH9;Q9NXH9-2;K7EQQ8;K7EJX9	0.00044402	7	11.5
P08069;C9J5X1;H0YNR0;H0YMJ5;H3BSZ8	0.000440755	8	5.6
C9JDG0;Q9NSV4;Q9NSV4-4;Q9NSV4-5;Q9NSV4-6;Q9NSV4-7;Q9NSV4-1;Q9NSV4-2	0.000440755	9	8.7
Q8TF42	0.000440755	10	18.6
Q9NVI1;Q9NVI1-1;Q9NVI1-2;F8W7R3;H3BP78;Q9NVI1-4;H3BMG4;H3BT54;H3BQE2;H3BN35;H3BS60	0.000439122	18	17.3
Q13464;J3KRH6	0.00043749	16	12.6
O14787-2;O14787;K7ELC3	0.000434225	4	5.3
H0YG20;Q9UKM7;B3KQC5;H0YGV7;REV__O60290;H0YI64	0.000432593	5	8.7
Q8TCG1;Q8TCG1-2;F8WAX6;F8WF26	0.000432593	11	10.9
P46087-4;P46087;P46087-2;P46087-3;F5GYR3;F5H5X6	0.00043096	3	3.8
Q8TD16-2;Q8TD16	0.000427695	6	7.3
O95163;F5H2T0;H0YDF3	0.000421166	8	7.2
Q5VIR6-4;Q5VIR6;Q5VIR6-3;F6VX93;Q5VIR6-2;G3V0H8;E7EVT8;I3L0S6;I3L184	0.000419533	5	5.5
O15143;F8WCG3;C9J6C8;C9JFG9;C9JQM8;C9JEY1;C9J4Z7;C9K057;C9JBJ7;C9JTT6	0.000417901	3	8.3
P36871;P36871-2;P36871-3	0.000417901	5	13.7
Q6PD62;H0YCE8	0.000417901	9	8.3
Q4G0J3;D6RFF0;D6RAF3;D6RF49;D6RF22	0.000416268	3	5.5
Q7Z739;Q9BYJ9;F8W840	0.000406474	2	4.6
O00468;O00468-7;O00468-4;O00468-5;O00468-3;O00468-6;O00468-2;H0Y5U1	0.000406474	14	7.6
Q9H7D7;Q9H7D7-2;H0Y9R3;C9JCS7	0.000404841	5	7.4
Q9UER7;Q9UER7-2;Q9UER7-3	0.000404841	1	2.4
Q9UHN6;Q9UHN6-2;B4E1B9;F5H6B2;H3BLY0;H3BLX9	0.000404841	8	6.6
O43491;E9PHY5;E9PPD9;E9PK52;O43491-3;E9PII3;O43491-2;Q6R5J7;Q6ZSX4;E9PPC9	0.000401577	4	6.7
Q9H6T0;Q9H6T0-2;J3QKU3	0.000401577	6	12.4
Q9H1I8;Q9H1I8-3;Q9H1I8-2;B1AH60;B1AH59;H7C3Y4	0.000395047	6	10.3
P21399;Q9HBB2;Q5VZA6;O00408;F6W5Z0;O00408-4;E9PEF1;Q6ZMR1;F5H3Z7;F5H143;F5H2R8	0.000393414	7	8.2
Q6NZY4;Q6NZY4-2;F5GX80;F5H6J5	0.00039015	5	8.2
Q6PK18-2;Q6PK18;J3QRG1;K7ENS7;J3QLI8	0.00038362	3	13.3
Q6ZMI0;Q6ZMI0-2;Q6ZMI0-5;Q6ZMI0-3;Q6ZMI0-4;F8WBY8;F8W7E1	0.000378723	5	8.6
Q9HCS7;F5H315	0.00037709	9	9.4
P22059;H0YCV6	0.000373825	5	6.2
F5GYL8;O60684;F5H4G7;Q5TFJ7	0.00037056	1	8.5
Q9BZ29-4;Q9BZ29;Q9BZ29-5;Q9BZ29-3;H0Y3S1;Q5JUD8;Q6ZSL5;Q9BZ29-6;H7BZ79;Q5JUD3;A6NIW2;Q5JSL3	0.000367296	14	6.8
O14920;G3V105;O14920-2;O14920-4;E5RGW5;O14920-3;B3KRB7;J3KNS5;E5RFG5;E5RFT3;E5RIW0;E5RGA0;E5RJH2	0.000365663	7	11.4
P23229-6;P23229-9;P23229-2;P23229-4;J3KN41;P23229;G5E9H1;P23229-3;C9JK10;P23229-5;P23229-7;H7BZ97;C9JXX7	0.000362398	9	8.1
O14841	0.000355869	8	6.9
Q9P2B4;B1AMN7	0.000350971	5	7.8
Q8TEQ6	0.000347707	9	6
Q6P2Q9;I3L0J9;I3L3Z8	0.000344442	15	7.2
O60524;O60524-3;O60524-4;G3V5V3;O60524-5;G3V4D9;G3V547	0.000341177	7	6.2
P02751-15;P02751-7;P02751;P02751-11;P02751-3;E9PE77;F8W7G7;P02751-5;P02751-6;P02751-4;P02751-8;P02751-13;P02751-14;P02751-9;P02751-10;P02751-12;H0Y7Z1	0.000339544	12	5.9
Q6NXR4;E5RIH5;E5RIZ0;E5RH83	0.000337912	3	7.5
Q9BTY2;Q7Z6V2;Q7Z6V1	0.000337912	3	6.9
Q12768;E7EQI7;H0YAY2	0.000333015	8	8.1
Q9P1Y5-2;Q9P1Y5	0.000331382	2	1.8
O95985;O95985-2;O95985-3;H0Y6W0;E7EWY2;C9JEI7;H7C4B0	0.00032975	7	9.4
P12270	0.00032975	21	9.9
O00165-2;O00165;O00165-3;O00165-5;E9PIQ7;Q5VYD6;O00165-4	0.000328117	3	16.4
P29083;E9PER7;C9J329	0.000326485	3	8
Q9NQW6;Q9NQW6-2;H7C1K5	0.000326485	3	2.3
Q9Y2A9;M0R199	0.00032322	2	7
P05556;P05556-3;P05556-4;P05556-5;P05556-2;E7EQW5;E7EUI6;E9PLR6;Q5T3E6;C9JPK5;E7ERX5	0.000321588	5	6.9
Q9UHY7;D6RA00	0.000319955	3	19.5
K4DI95;O60879;C9J6U3;O60879-3;A6NML8;O60879-2	0.000318323	7	6.2
Q53EZ4;Q53EZ4-2;H0Y432	0.000318323	4	9.1
E7ENR4;P19367-3;P19367;P19367-2;P19367-4;B1AR63;Q2TB90;B1AR61;B1AR62	0.00031669	12	13
Q8N3F8;H0Y6J8;Q68D58;B0QY86;B0QY91	0.00031669	4	4.9
Q9UH99-2;Q9UH99;J3KQE0;B0QY60	0.000313426	6	10.3
Q9H8V3-3;G5E9L8;Q9H8V3;Q9H8V3-4;Q9H8V3-2;H7C3G1;H7C103	0.000310161	4	4.8
O60826	0.000308528	6	10.4
M0QZW1;Q9BZL6;M0R2R2;M0R2Z8;M0QXC6	0.000305263	2	2.3
P17301;E7ESP4;E7EMF1;E9PB77	0.000298734	5	4.1
O95573;H7BYZ7;F5GWH2;F5H062;C9JC11	0.000298734	3	6.5
F5H8B1;Q99447;I3L1R7;B7ZAS0;I3L1L9;Q99447-2;I3L2Q1;I3L3V9;I3L102	0.000295469	2	5.7
Q14155-5;B7Z6G2;B1ALK7;Q14155-1;Q14155;Q14155-3;Q14155-2;Q14155-6;E9PDQ5;E7EUY6;Q15052;B7Z3C7;Q15052-2;B7Z6D9;E7EU80	0.000288939	6	10
Q14103-2;B4DTC3;Q14103-4;H0YA96;D6RF44;F5H6R6;D6RBQ9	0.000288939	1	3.6
Q12979;Q12979-2;Q12979-4;B7Z683;Q12979-3;I3L2P5;P11274;P11274-2;H0Y554;I3NI05;I3L434;I3L1U8;I3L3W0	0.000288939	4	4.4
G8JL86;Q53SF7;Q53SF7-2;Q53SF7-3;Q53SF7-4;H7C1G2;C9J8C4;C9JAU3;F8WEK0;C9JWZ0;Q53SF7-5	0.000287307	2	1.5
Q8WUQ7-2;J3KMW8;Q8WUQ7;K7ENY9;K7EMQ0;K7EQE3;K7EIU6	0.000285674	3	4.9
Q8N163;Q8N163-2;H0YB24;G3V119;H0YC58;E5RFJ3;E5RGU7;H0YC69	0.000285674	3	3
P22681	0.000280777	5	6.3
P61626;F8VV32	0.000274247	2	14.2
O43795;E9PDF6;O43795-2;E7EPB4;H7C2Y7	0.000270983	3	3.3
Q9P253	0.000267718	10	11.5
O43264;A1A528;F5H3C1	0.00026282	5	6.7
